timestamp,object_id,object_name,x,y,z,heading,pitch,bank,self_x,self_y,self_z,distance_3d
2025-09-07 00:17:34.145,16788224,E-3A,-302040.28973368,4497.6078540684,698498.59780816,4.6133494377136,-0.42528906464577,0.11445995420218,-302040.28973368,4497.6078540684,698498.59780816,84447.47
2025-09-07 00:17:34.450,16788224,E-3A,-302050.24267776,4452.353105228,698408.83267772,4.6145640611649,-0.42362028360367,0.11390629410744,-302050.24267776,4452.353105228,698408.83267772,84605.36
2025-09-07 00:17:34.750,16788224,E-3A,-302060.0582344,4407.527706278,698318.89083925,4.6157615184784,-0.42179095745087,0.11332852393389,-302060.0582344,4407.527706278,698318.89083925,84762.11
2025-09-07 00:17:35.059,16788224,E-3A,-302069.84182942,4362.5763977252,698227.96525053,4.6169568300247,-0.42012500762939,0.11275348812342,-302069.84182942,4362.5763977252,698227.96525053,84921.21
2025-09-07 00:17:35.359,16788224,E-3A,-302079.53539842,4317.7135134838,698136.70652245,4.6181275844574,-0.4184638261795,0.11219079047441,-302079.53539842,4317.7135134838,698136.70652245,85079.78
2025-09-07 00:17:35.660,16788224,E-3A,-302089.11038391,4273.0501282791,698045.46449172,4.6194369792938,-0.41529715061188,0.11155568063259,-302089.11038391,4273.0501282791,698045.46449172,85238.36
2025-09-07 00:17:35.871,16788224,E-3A,-302098.88287216,4227.1229424679,697951.17236967,4.6205183267593,-0.41144695878029,0.10425642132759,-302098.88287216,4227.1229424679,697951.17236967,85379.80
2025-09-07 00:17:36.182,16788224,E-3A,-302105.58572559,4195.4579701813,697885.81604369,4.6201409101486,-0.407873660326,0.075155928730965,-302105.58572559,4195.4579701813,697885.81604369,85514.47
2025-09-07 00:17:36.483,16788224,E-3A,-302115.312243,4149.4806962769,697790.20767144,4.6194868087769,-0.40043088793755,0.030411634594202,-302115.312243,4149.4806962769,697790.20767144,85677.05
2025-09-07 00:17:36.789,16788224,E-3A,-302124.89389936,4104.5254531881,697695.45711763,4.6196155548096,-0.389518648386,0.019287921488285,-302124.89389936,4104.5254531881,697695.45711763,85840.10
2025-09-07 00:17:37.095,16788224,E-3A,-302134.73827664,4059.0974029971,697597.6648019,4.6199048757553,-0.37545356154442,0.021314917132258,-302134.73827664,4059.0974029971,697597.6648019,86006.16
2025-09-07 00:17:37.301,16788224,E-3A,-302144.81592827,4013.7166194887,697496.97207477,4.6221904754639,-0.35925689339638,0.047035478055477,-302144.81592827,4013.7166194887,697496.97207477,86152.84
2025-09-07 00:17:37.606,16788224,E-3A,-302151.34379368,3984.9585358817,697431.15204508,4.6238089799881,-0.34894099831581,0.060586176812649,-302151.34379368,3984.9585358817,697431.15204508,86286.76
2025-09-07 00:17:37.909,16788224,E-3A,-302161.26001414,3942.2145584451,697329.79097285,4.6257829666138,-0.32995626330376,0.066208936274052,-302161.26001414,3942.2145584451,697329.79097285,86455.54
2025-09-07 00:17:38.215,16788224,E-3A,-302171.05784125,3901.2595895276,697227.65700603,4.6279171705246,-0.30808797478676,0.066632993519306,-302171.05784125,3901.2595895276,697227.65700603,86625.67
2025-09-07 00:17:38.527,16788224,E-3A,-302181.00344283,3861.2459122,697121.6463157,4.6300357580185,-0.28470775485039,0.065356485545635,-302181.00344283,3861.2459122,697121.6463157,86800.88
2025-09-07 00:17:38.829,16788224,E-3A,-302190.69788268,3823.9861858676,697015.83251953,4.6319686174393,-0.26126626133919,0.063165962696075,-302190.69788268,3823.9861858676,697015.83251953,86973.09
2025-09-07 00:17:39.137,16788224,E-3A,-302200.13850774,3789.5511693983,696910.31987882,4.633616566658,-0.23827420175076,0.058489140123129,-302200.13850774,3789.5511693983,696910.31987882,87146.64
2025-09-07 00:17:39.440,16788224,E-3A,-302209.67729854,3756.8022759624,696801.30320125,4.6343051195145,-0.21534122526646,0.044034358114004,-302209.67729854,3756.8022759624,696801.30320125,87321.98
2025-09-07 00:17:39.747,16788224,E-3A,-302219.13380994,3726.5992917798,696691.31057222,4.6346155405045,-0.19217221438885,0.030367588624358,-302219.13380994,3726.5992917798,696691.31057222,87500.34
2025-09-07 00:17:40.054,16788224,E-3A,-302228.76210366,3698.3740500607,696577.87401747,4.6353734731674,-0.16783431172371,0.026737201958895,-302228.76210366,3698.3740500607,696577.87401747,87681.05
2025-09-07 00:17:40.365,16788224,E-3A,-302238.19945735,3673.2941121026,696465.43325636,4.6360961198807,-0.14403156936169,0.025663578882813,-302238.19945735,3673.2941121026,696465.43325636,87861.27
2025-09-07 00:17:40.667,16788224,E-3A,-302247.62839631,3650.837632906,696351.90106235,4.636820435524,-0.12150549143553,0.025113081559539,-302247.62839631,3650.837632906,696351.90106235,88040.61
2025-09-07 00:17:40.968,16788224,E-3A,-302256.89099882,3631.2812456029,696239.24629816,4.6375104188919,-0.10027456283569,0.024746052920818,-302256.89099882,3631.2812456029,696239.24629816,88218.92
2025-09-07 00:17:41.276,16788224,E-3A,-302266.26010967,3613.9822045343,696124.19109047,4.6381849050522,-0.078844182193279,0.024414423853159,-302266.26010967,3613.9822045343,696124.19109047,88400.75
2025-09-07 00:17:41.577,16788224,E-3A,-302275.6082853,3599.1896841394,696008.30741927,4.6388528347015,-0.057515870779753,0.02409914508462,-302275.6082853,3599.1896841394,696008.30741927,88581.46
2025-09-07 00:17:41.885,16788224,E-3A,-302284.86997227,3586.9666705974,695892.43990899,4.6395089626312,-0.036299411207438,0.023804176598787,-302284.86997227,3586.9666705974,695892.43990899,88763.78
2025-09-07 00:17:42.186,16788224,E-3A,-302294.19330289,3577.1214058747,695774.7486108,4.6401518583298,-0.015227068215609,0.023523934185505,-302294.19330289,3577.1214058747,695774.7486108,88946.38
2025-09-07 00:17:42.497,16788224,E-3A,-302303.48182894,3569.7884242219,695656.45233837,4.6407842636108,0.0057019870728254,0.023258937522769,-302303.48182894,3569.7884242219,695656.45233837,89131.42
2025-09-07 00:17:42.812,16788224,E-3A,-302312.88183103,3564.9090456412,695535.6797523,4.6414053440094,0.02643609046936,0.023008145391941,-302312.88183103,3564.9090456412,695535.6797523,89319.40
2025-09-07 00:17:43.122,16788224,E-3A,-302322.35657298,3562.6105914251,695412.87361606,4.6420403718948,0.04786653444171,0.022764870896935,-302322.35657298,3562.6105914251,695412.87361606,89508.52
2025-09-07 00:17:43.435,16788224,E-3A,-302331.60123174,3562.9361215759,695292.01306069,4.6426422595978,0.068360678851604,0.022542798891664,-302331.60123174,3562.9361215759,695292.01306069,89696.03
2025-09-07 00:17:43.735,16788224,E-3A,-302340.79230393,3565.8157443717,695170.83670006,4.6432468891144,0.089072003960609,0.022330643609166,-302340.79230393,3565.8157443717,695170.83670006,89880.80
2025-09-07 00:17:44.037,16788224,E-3A,-302349.66051699,3571.0451064981,695052.95598888,4.6438192129135,0.10879851877689,0.022140517830849,-302349.66051699,3571.0451064981,695052.95598888,90062.65
2025-09-07 00:17:44.343,16788224,E-3A,-302358.52923153,3578.720094072,694934.12302398,4.6443852186203,0.12847253680229,0.021960608661175,-302358.52923153,3578.720094072,694934.12302398,90246.18
2025-09-07 00:17:44.649,16788224,E-3A,-302367.62583771,3589.1824432586,694811.24957814,4.6449692249298,0.14889459311962,0.021785572171211,-302367.62583771,3589.1824432586,694811.24957814,90433.48
2025-09-07 00:17:44.961,16788224,E-3A,-302376.44978019,3601.8930559107,694691.09774883,4.6455379724503,0.16889807581902,0.021625293418765,-302376.44978019,3601.8930559107,694691.09774883,90619.10
2025-09-07 00:17:45.266,16788224,E-3A,-302385.25914406,3617.1609857355,694570.1914905,4.64610850811,0.18886367976665,0.021556356921792,-302385.25914406,3617.1609857355,694570.1914905,90804.19
2025-09-07 00:17:45.567,16788224,E-3A,-302393.93500147,3634.7823505868,694450.17331868,4.6466883420944,0.20872214436531,0.021669931709766,-302393.93500147,3634.7823505868,694450.17331868,90987.17
2025-09-07 00:17:45.879,16788224,E-3A,-302402.55761332,3654.9053128869,694329.92734188,4.6475170850754,0.22817075252533,0.025319954380393,-302402.55761332,3654.9053128869,694329.92734188,91172.46
2025-09-07 00:17:46.190,16788224,E-3A,-302411.22122831,3677.8304923323,694207.94657844,4.6488684415817,0.24744939804077,0.03530752658844,-302411.22122831,3677.8304923323,694207.94657844,91359.28
2025-09-07 00:17:46.496,16788224,E-3A,-302419.63995624,3702.8579815213,694087.81463246,4.6509273052216,0.26620438694954,0.052382349967957,-302419.63995624,3702.8579815213,694087.81463246,91543.07
2025-09-07 00:17:46.801,16788224,E-3A,-302427.81895974,3730.0428391943,693968.79128364,4.6532766819,0.28460422158241,0.067885637283325,-302427.81895974,3730.0428391943,693968.79128364,91725.91
2025-09-07 00:17:47.012,16788224,E-3A,-302435.92335386,3760.0904004704,693847.80655191,4.6552459001541,0.30239871144295,0.07191513478756,-302435.92335386,3760.0904004704,693847.80655191,91889.16
2025-09-07 00:17:47.327,16788224,E-3A,-302441.25395204,3781.6708518838,693766.34912928,4.6565973758698,0.31484991312027,0.072806276381016,-302441.25395204,3781.6708518838,693766.34912928,92037.07
2025-09-07 00:17:47.635,16788224,E-3A,-302449.05305265,3816.1040442256,693644.18249731,4.6586934328079,0.33505269885063,0.073489546775818,-302449.05305265,3816.1040442256,693644.18249731,92222.87
2025-09-07 00:17:47.941,16788224,E-3A,-302456.36241757,3851.884208305,693526.0478396,4.6608762741089,0.35625755786896,0.07397672533989,-302456.36241757,3851.884208305,693526.0478396,92404.26
2025-09-07 00:17:48.246,16788224,E-3A,-302463.37206047,3889.9190142875,693408.94209781,4.6631606817245,0.37852597236633,0.074489057064056,-302463.37206047,3889.9190142875,693408.94209781,92584.57
2025-09-07 00:17:48.547,16788224,E-3A,-302469.98268575,3929.7509696324,693294.4935978,4.6655414104462,0.40181142091751,0.075061582028866,-302469.98268575,3929.7509696324,693294.4935978,92761.10
2025-09-07 00:17:48.859,16788224,E-3A,-302476.31437225,3972.2457886414,693180.53790342,4.6680916547775,0.42671090364456,0.07572939991951,-302476.31437225,3972.2457886414,693180.53790342,92939.28
2025-09-07 00:17:49.163,16788224,E-3A,-302482.49976773,4018.790756974,693064.25680585,4.6709040403366,0.45390340685844,0.076531544327736,-302482.49976773,4018.790756974,693064.25680585,93117.33
2025-09-07 00:17:49.365,16788224,E-3A,-302488.12548571,4066.4831789134,692953.27824766,4.6738764047623,0.48255598545074,0.077460221946239,-302488.12548571,4066.4831789134,692953.27824766,93268.81
2025-09-07 00:17:49.675,16788224,E-3A,-302491.76478471,4100.7338101081,692878.21761619,4.6761934757233,0.50473022460938,0.0782181173563,-302491.76478471,4100.7338101081,692878.21761619,93409.34
2025-09-07 00:17:49.983,16788224,E-3A,-302496.97219241,4155.8258126745,692765.0457646,4.6799418926239,0.5400630235672,0.079571403563023,-302496.97219241,4155.8258126745,692765.0457646,93585.60
2025-09-07 00:17:50.289,16788224,E-3A,-302501.61340265,4212.9218985198,692656.677748,4.6837908029556,0.57515615224838,0.081056714057922,-302501.61340265,4212.9218985198,692656.677748,93756.89
2025-09-07 00:17:50.499,16788224,E-3A,-302505.90033937,4274.8966831683,692548.02055064,4.6870806217194,0.61137747764587,0.074993774294853,-302505.90033937,4274.8966831683,692548.02055064,93906.66
2025-09-07 00:17:50.807,16788224,E-3A,-302508.53512655,4318.6502348725,692476.2485323,4.6875507831573,0.63568192720413,0.057129878550768,-302508.53512655,4318.6502348725,692476.2485323,94042.75
2025-09-07 00:17:51.109,16788224,E-3A,-302512.10073666,4385.312140129,692373.76781661,4.6862224340439,0.67146182060242,0.023689890280366,-302512.10073666,4385.312140129,692373.76781661,94207.50
2025-09-07 00:17:51.422,16788224,E-3A,-302515.45881518,4455.1386971647,692274.26329448,4.6858195066452,0.70842581987381,0.010243577882648,-302515.45881518,4455.1386971647,692274.26329448,94370.56
2025-09-07 00:17:51.727,16788224,E-3A,-302518.69944395,4528.5383602551,692177.27542917,4.6860084533691,0.74567967653275,0.0071366559714079,-302518.69944395,4528.5383602551,692177.27542917,94529.89
2025-09-07 00:17:52.032,16788224,E-3A,-302521.82694393,4605.1933167585,692083.29114179,4.6862087249756,0.77796560525894,0.0061525958590209,-302521.82694393,4605.1933167585,692083.29114179,94685.94
2025-09-07 00:17:52.333,16788224,E-3A,-302524.84172617,4684.525529337,691992.51488939,4.6865187883377,0.79619485139847,0.0058722435496747,-302524.84172617,4684.525529337,691992.51488939,94837.64
2025-09-07 00:17:52.645,16788224,E-3A,-302527.78298645,4766.3873175873,691903.81966306,4.686758518219,0.80579751729965,0.0059224478900433,-302527.78298645,4766.3873175873,691903.81966306,94990.14
2025-09-07 00:17:52.952,16788224,E-3A,-302530.70847622,4851.2205788124,691815.47945793,4.6868908405304,0.81386965513229,0.0059127984568477,-302530.70847622,4851.2205788124,691815.47945793,95140.44
2025-09-07 00:17:53.251,16788224,E-3A,-302533.50269619,4934.7260656667,691731.01230739,4.6870675086975,0.82058972120285,0.0059267110191286,-302533.50269619,4934.7260656667,691731.01230739,95286.20
2025-09-07 00:17:53.563,16788224,E-3A,-302536.25062721,5018.7973236304,691647.86880058,4.6872322559357,0.83040535449982,0.0059330058284104,-302536.25062721,5018.7973236304,691647.86880058,95432.95
2025-09-07 00:17:53.868,16788224,E-3A,-302539.04511965,5106.1662522114,691563.25387076,4.6874305009842,0.83878815174103,0.0059309834614396,-302539.04511965,5106.1662522114,691563.25387076,95579.95
2025-09-07 00:17:54.168,16788224,E-3A,-302541.77036043,5193.1098913199,691480.68087439,4.68761241436,0.84984797239304,0.0059356018900871,-302541.77036043,5193.1098913199,691480.68087439,95723.73
2025-09-07 00:17:54.479,16788224,E-3A,-302544.40908319,5279.0487588556,691400.6959503,4.6877872943878,0.86304759979248,0.0058674425818026,-302544.40908319,5279.0487588556,691400.6959503,95867.56
2025-09-07 00:17:54.791,16788224,E-3A,-302547.10640075,5368.9611162873,691318.93072944,4.6880060434341,0.87920188903809,0.0057781492359936,-302547.10640075,5368.9611162873,691318.93072944,96013.04
2025-09-07 00:17:55.136,16788224,E-3A,-302549.7604292,5459.8112011944,691238.50148814,4.6882461309433,0.89376479387283,0.0057084462605417,-302549.7604292,5459.8112011944,691238.50148814,96163.73
2025-09-07 00:17:55.437,16788224,E-3A,-302552.61875065,5560.5205509016,691151.92859621,4.6885131597519,0.90969270467758,0.0056698606349528,-302552.61875065,5560.5205509016,691151.92859621,96312.54
2025-09-07 00:17:55.749,16788224,E-3A,-302555.15344033,5652.455639155,691075.22293179,4.6887242794037,0.92498308420181,0.0055896225385368,-302555.15344033,5652.455639155,691075.22293179,96453.71
2025-09-07 00:17:56.056,16788224,E-3A,-302557.66678608,5746.2197117676,690999.25615173,4.6889473199844,0.94016319513321,0.0055063106119633,-302557.66678608,5746.2197117676,690999.25615173,96592.61
2025-09-07 00:17:56.362,16788224,E-3A,-302560.0940378,5839.380750433,690926.00706588,4.6891715526581,0.95338308811188,0.0054413015022874,-302560.0940378,5839.380750433,690926.00706588,96728.97
2025-09-07 00:17:56.668,16788224,E-3A,-302562.46982526,5933.05602736,690854.42039477,4.6897339820862,0.96436458826065,0.0086098201572895,-302562.46982526,5933.05602736,690854.42039477,96863.77
2025-09-07 00:17:56.974,16788224,E-3A,-302564.80163656,6027.7672745205,690783.94009926,4.692654132843,0.97745931148529,0.034973230212927,-302564.80163656,6027.7672745205,690783.94009926,96997.54
2025-09-07 00:17:57.285,16788224,E-3A,-302567.0433417,6123.8115252704,690714.36777194,4.6998106241226,0.9914168715477,0.097751468420029,-302567.0433417,6123.8115252704,690714.36777194,97131.59
2025-09-07 00:17:57.591,16788224,E-3A,-302569.07089091,6220.8808431345,690645.98855422,4.7108796834946,1.0061405897141,0.17910498380661,-302569.07089091,6220.8808431345,690645.98855422,97263.45
2025-09-07 00:17:57.891,16788224,E-3A,-302570.70076367,6317.7308170515,690579.76073635,4.7247889041901,1.0250363349915,0.24349735677242,-302570.70076367,6317.7308170515,690579.76073635,97392.01
2025-09-07 00:17:58.098,16788224,E-3A,-302571.78970144,6415.0570478727,690515.42195331,4.7399348020554,1.0458736419678,0.27541598677635,-302571.78970144,6415.0570478727,690515.42195331,97497.88
2025-09-07 00:17:58.396,16788224,E-3A,-302572.16059581,6479.6624390721,690474.03602469,4.7498672008514,1.059030175209,0.28726860880852,-302572.16059581,6479.6624390721,690474.03602469,97603.39
2025-09-07 00:17:58.703,16788224,E-3A,-302572.16522344,6576.7854864342,690413.85531406,4.7640316486359,1.0773218870163,0.30108413100243,-302572.16522344,6576.7854864342,690413.85531406,97727.79
2025-09-07 00:17:59.010,16788224,E-3A,-302571.48693122,6676.6741155506,690354.45933522,4.7793942689896,1.0960348844528,0.31644588708878,-302571.48693122,6676.6741155506,690354.45933522,97851.52
2025-09-07 00:17:59.314,16788224,E-3A,-302570.10195234,6777.6826086405,690296.92270363,4.7998031377792,1.1158001422882,0.3495064675808,-302570.10195234,6777.6826086405,690296.92270363,97973.57
2025-09-07 00:17:59.615,16788224,E-3A,-302567.98070104,6878.7846908794,690241.85387198,4.823126077652,1.1346143484116,0.39158737659454,-302567.98070104,6878.7846908794,690241.85387198,98092.27
2025-09-07 00:17:59.922,16788224,E-3A,-302565.04488299,6980.9245537538,690188.73941394,4.8466156721115,1.1507924795151,0.43158689141273,-302565.04488299,6980.9245537538,690188.73941394,98210.34
2025-09-07 00:18:00.227,16788224,E-3A,-302561.34443962,7082.3268357931,690138.32085082,4.8646056652069,1.1607439517975,0.46096575260162,-302561.34443962,7082.3268357931,690138.32085082,98325.75
2025-09-07 00:18:00.532,16788224,E-3A,-302556.86297003,7185.1862702244,690089.15191543,4.8806345462799,1.1685831546783,0.48636052012444,-302556.86297003,7185.1862702244,690089.15191543,98440.32
2025-09-07 00:18:00.833,16788224,E-3A,-302551.70504231,7288.364904232,690041.48979291,4.8979269266129,1.1768927574158,0.51247304677963,-302551.70504231,7288.364904232,690041.48979291,98552.25
2025-09-07 00:18:01.133,16788224,E-3A,-302546.00475749,7390.0860494982,689995.94974691,4.9190257787704,1.1871639490128,0.53941041231155,-302546.00475749,7390.0860494982,689995.94974691,98662.31
2025-09-07 00:18:01.434,16788224,E-3A,-302539.66986349,7492.0153089095,689951.75317653,4.9515970945358,1.203552365303,0.5714772939682,-302539.66986349,7492.0153089095,689951.75317653,98771.44
2025-09-07 00:18:01.738,16788224,E-3A,-302532.48558926,7595.9057124598,689908.4509999,4.9997779130936,1.2257497310638,0.61639422178268,-302532.48558926,7595.9057124598,689908.4509999,98880.76
2025-09-07 00:18:02.038,16788224,E-3A,-302524.52517408,7698.7623738596,689867.71730928,5.0578155517578,1.2487034797668,0.66995024681091,-302524.52517408,7698.7623738596,689867.71730928,98986.66
2025-09-07 00:18:02.344,16788224,E-3A,-302515.6208167,7801.629973645,689829.44543518,5.1280515193939,1.2722038030624,0.73309296369553,-302515.6208167,7801.629973645,689829.44543518,99091.46
2025-09-07 00:18:02.644,16788224,E-3A,-302505.48858035,7906.5602465841,689793.2382096,5.2202866077423,1.2967941761017,0.81962323188782,-302505.48858035,7906.5602465841,689793.2382096,99193.56
2025-09-07 00:18:02.947,16788224,E-3A,-302494.34492969,8010.4140250705,689760.48567425,5.3333911299706,1.3195677995682,0.92753291130066,-302494.34492969,8010.4140250705,689760.48567425,99292.95
2025-09-07 00:18:03.258,16788224,E-3A,-302481.69687921,8116.9083490685,689730.33745214,5.4888877272606,1.3414939641953,1.0773570537567,-302481.69687921,8116.9083490685,689730.33745214,99391.80
2025-09-07 00:18:03.564,16788224,E-3A,-302467.81373613,8222.8204619839,689704.07697092,5.6820011138916,1.35677921772,1.2731224298477,-302467.81373613,8222.8204619839,689704.07697092,99485.75
2025-09-07 00:18:03.868,16788224,E-3A,-302452.57801875,8328.3308641112,689681.87502667,5.9289399683475,1.3620835542679,1.5297187566757,-302452.57801875,8328.3308641112,689681.87502667,99576.21
2025-09-07 00:18:04.180,16788224,E-3A,-302435.75423751,8433.9091404433,689663.96957795,6.198033310473,1.354189157486,1.7978602647781,-302435.75423751,8433.9091404433,689663.96957795,99663.61
2025-09-07 00:18:04.489,16788224,E-3A,-302416.98052039,8540.6445857794,689650.64563838,0.14874887466431,1.3336426019669,2.0257430076599,-302416.98052039,8540.6445857794,689650.64563838,99745.94
2025-09-07 00:18:04.792,16788224,E-3A,-302396.85322102,8644.8024970755,689642.55586712,0.33622980117798,1.3036267757416,2.2046327590942,-302396.85322102,8644.8024970755,689642.55586712,99823.41
2025-09-07 00:18:05.097,16788224,E-3A,-302375.21554991,8747.4736939471,689639.53040429,0.48544788360596,1.2675195932388,2.3387792110443,-302375.21554991,8747.4736939471,689639.53040429,99895.97
2025-09-07 00:18:05.397,16788224,E-3A,-302352.02986967,8849.0428569371,689641.57084886,0.60716867446899,1.2251201868057,2.4467761516571,-302352.02986967,8849.0428569371,689641.57084886,99962.94
2025-09-07 00:18:05.704,16788224,E-3A,-302327.55591295,8948.5458839335,689648.68421719,0.7060604095459,1.1773898601532,2.5311105251312,-302327.55591295,8948.5458839335,689648.68421719,100026.30
2025-09-07 00:18:06.004,16788224,E-3A,-302302.17745218,9044.7373335243,689660.69470731,0.78680372238159,1.1260702610016,2.5966420173645,-302302.17745218,9044.7373335243,689660.69470731,100083.72
2025-09-07 00:18:06.308,16788224,E-3A,-302275.78768576,9138.3018540779,689677.61888283,0.85413980484009,1.0714147090912,2.6494221687317,-302275.78768576,9138.3018540779,689677.61888283,100137.64
2025-09-07 00:18:06.611,16788224,E-3A,-302247.96280683,9230.7274971335,689699.88002179,0.9100193977356,1.0135443210602,2.6932039260864,-302247.96280683,9230.7274971335,689699.88002179,100185.90
